page_id,doi,covid_preprint,section,label
29,10.1101/19009472,False,results,stat
30,10.1101/19009522,False,results,nounchange
30,10.1101/19009522,False,context,added
30,10.1101/19009522,False,conclusions,removed
31,10.1101/19009589,False,results,nounchange
32,10.1101/19009647,False,context,nounchange
34,10.1101/19010462,False,results,stat
34,10.1101/19010462,False,context,added
34,10.1101/19010462,False,context,stat
35,10.1101/19010579,False,context,nounchange
35,10.1101/19010579,False,results,added
35,10.1101/19010579,False,context,added
36,10.1101/19010728,False,context,added
36,10.1101/19010728,False,results,stat
37,10.1101/19010975,False,results,stat
38,10.1101/19011049,False,results,effect
38,10.1101/19011049,False,results,stat
38,10.1101/19011049,False,results,added
38,10.1101/19011049,False,conclusions,added
39,10.1101/19011064,False,results,stat
39,10.1101/19011064,False,context,removed
39,10.1101/19011064,False,results,added
39,10.1101/19011064,False,conclusions,added
39,10.1101/19011064,False,results,effect
39,10.1101/19011064,False,results,removed
39,10.1101/19011064,False,context,stat
39,10.1101/19011064,False,results,nounchange
39,10.1101/19011064,False,conclusions,removed
40,10.1101/19011130,False,results,stat
40,10.1101/19011130,False,results,added
40,10.1101/19011130,False,results,effect
40,10.1101/19011130,False,context,stat
41,10.1101/19011213,False,results,stat
41,10.1101/19011213,False,context,stat
41,10.1101/19011213,False,results,effect
41,10.1101/19011213,False,results,added
41,10.1101/19011213,False,conclusions,stat
42,10.1101/19011452,False,context,nounchange
46,10.1101/19012112,False,results,stat
48,10.1101/19012823,False,results,stat
48,10.1101/19012823,False,conclusions,added
48,10.1101/19012823,False,conclusions,nounchange
48,10.1101/19012823,False,context,nounchange
48,10.1101/19012823,False,results,nounchange
48,10.1101/19012823,False,new,results
49,10.1101/19012880,False,context,removed
49,10.1101/19012880,False,context,nounchange
49,10.1101/19012880,False,conclusions,nounchange
49,10.1101/19012880,False,results,nounchange
56,10.1101/2019.12.17.19015198,False,context,added
56,10.1101/2019.12.17.19015198,False,results,added
56,10.1101/2019.12.17.19015198,False,context,nounchange
56,10.1101/2019.12.17.19015198,False,results,stat
56,10.1101/2019.12.17.19015198,False,conclusions,nounchange
56,10.1101/2019.12.17.19015198,False,context,removed
56,10.1101/2019.12.17.19015198,False,results,nounchange
56,10.1101/2019.12.17.19015198,False,conclusions,added
59,10.1101/2019.12.18.881391,False,context,removed
59,10.1101/2019.12.18.881391,False,context,added
59,10.1101/2019.12.18.881391,False,results,nounchange
59,10.1101/2019.12.18.881391,False,results,added
59,10.1101/2019.12.18.881391,False,conclusions,removed
60,10.1101/2019.12.19.882274,False,context,nounchange
62,10.1101/2020.01.03.20016436,False,results,stat
62,10.1101/2020.01.03.20016436,False,results,added
62,10.1101/2020.01.03.20016436,False,results,effect
62,10.1101/2020.01.03.20016436,False,results,nounchange
62,10.1101/2020.01.03.20016436,False,context,nounchange
62,10.1101/2020.01.03.20016436,False,context,added
62,10.1101/2020.01.03.20016436,False,context,removed
62,10.1101/2020.01.03.20016436,False,results,effectreverse
62,10.1101/2020.01.03.20016436,False,conclusions,removed
62,10.1101/2020.01.03.20016436,False,conclusions,nounchange
62,10.1101/2020.01.03.20016436,False,conclusions,stat
62,10.1101/2020.01.03.20016436,False,conclusions,effect
65,10.1101/2020.01.07.897496,False,context,removed
65,10.1101/2020.01.07.897496,False,context,added
65,10.1101/2020.01.07.897496,False,results,nounchange
66,10.1101/2020.01.13.20016360,False,results,effectreverse
66,10.1101/2020.01.13.20016360,False,results,effect
66,10.1101/2020.01.13.20016360,False,conclusions,nounchange
67,10.1101/2020.01.13.905190,False,context,added
67,10.1101/2020.01.13.905190,False,conclusions,removed
67,10.1101/2020.01.13.905190,False,context,removed
67,10.1101/2020.01.13.905190,False,conclusions,nounchange
68,10.1101/2020.01.21.20018101,False,results,effect
68,10.1101/2020.01.21.20018101,False,conclusions,effect
69,10.1101/2020.01.21.914929,True,conclusions,removed
70,10.1101/2020.01.22.914952,True,context,effect
70,10.1101/2020.01.22.914952,True,results,effect
70,10.1101/2020.01.22.914952,True,context,added
70,10.1101/2020.01.22.914952,True,results,nounchange
70,10.1101/2020.01.22.914952,True,conclusions,stat
72,10.1101/2020.01.23.20017566,False,context,removed
72,10.1101/2020.01.23.20017566,False,results,stat
72,10.1101/2020.01.23.20017566,False,results,added
72,10.1101/2020.01.23.20017566,False,conclusions,added
73,10.1101/2020.01.23.916395,True,results,stat
73,10.1101/2020.01.23.916395,True,results,effect
73,10.1101/2020.01.23.916395,True,context,effect
73,10.1101/2020.01.23.916395,True,conclusions,stat
73,10.1101/2020.01.23.916395,True,context,nounchange
73,10.1101/2020.01.23.916395,True,results,removed
73,10.1101/2020.01.23.916395,True,results,added
73,10.1101/2020.01.23.916395,True,conclusions,effect
74,10.1101/2020.01.24.915157,True,conclusions,stat
75,10.1101/2020.01.24.919159,True,context,effect
75,10.1101/2020.01.24.919159,True,results,stat
75,10.1101/2020.01.24.919159,True,results,effect
75,10.1101/2020.01.24.919159,True,context,nounchange
75,10.1101/2020.01.24.919159,True,context,added
76,10.1101/2020.01.26.20018754,True,results,added
76,10.1101/2020.01.26.20018754,True,results,effect
76,10.1101/2020.01.26.20018754,True,results,stat
76,10.1101/2020.01.26.20018754,True,context,removed
76,10.1101/2020.01.26.20018754,True,results,nounchange
76,10.1101/2020.01.26.20018754,True,conclusions,effect
76,10.1101/2020.01.26.20018754,True,context,nounchange
76,10.1101/2020.01.26.20018754,True,context,added
76,10.1101/2020.01.26.20018754,True,context,stat
79,10.1101/2020.01.27.20018986,True,results,effect
79,10.1101/2020.01.27.20018986,True,results,stat
79,10.1101/2020.01.27.20018986,True,context,removed
79,10.1101/2020.01.27.20018986,True,context,nounchange
79,10.1101/2020.01.27.20018986,True,context,effect
79,10.1101/2020.01.27.20018986,True,context,added
79,10.1101/2020.01.27.20018986,True,conclusions,nounchange
79,10.1101/2020.01.27.20018986,True,conclusions,stat
80,10.1101/2020.01.28.923011,True,conclusions,stat
80,10.1101/2020.01.28.923011,True,context,effect
80,10.1101/2020.01.28.923011,True,conclusions,effect
81,10.1101/2020.01.31.20019901,True,context,added
81,10.1101/2020.01.31.20019901,True,results,nounchange
81,10.1101/2020.01.31.20019901,True,results,removed
81,10.1101/2020.01.31.20019901,True,context,effect
81,10.1101/2020.01.31.20019901,True,results,added
81,10.1101/2020.01.31.20019901,True,results,effect
81,10.1101/2020.01.31.20019901,True,conclusions,nounchange
81,10.1101/2020.01.31.20019901,True,context,nounchange
81,10.1101/2020.01.31.20019901,True,results,stat
81,10.1101/2020.01.31.20019901,True,conclusions,added
81,10.1101/2020.01.31.20019901,True,context,stat
82,10.1101/2020.01.31.928796,True,context,removed
82,10.1101/2020.01.31.928796,True,conclusions,added
83,10.1101/2020.02.02.931162,True,results,added
83,10.1101/2020.02.02.931162,True,results,stat
83,10.1101/2020.02.02.931162,True,results,effect
83,10.1101/2020.02.02.931162,True,conclusions,stat
83,10.1101/2020.02.02.931162,True,conclusions,added
83,10.1101/2020.02.02.931162,True,context,added
84,10.1101/2020.02.03.933226,True,context,added
84,10.1101/2020.02.03.933226,True,results,stat
84,10.1101/2020.02.03.933226,True,results,nounchange
86,10.1101/2020.02.06.20020974,True,results,effect
86,10.1101/2020.02.06.20020974,True,results,added
86,10.1101/2020.02.06.20020974,True,context,added
86,10.1101/2020.02.06.20020974,True,conclusions,added
86,10.1101/2020.02.06.20020974,True,results,stat
86,10.1101/2020.02.06.20020974,True,conclusions,removed
86,10.1101/2020.02.06.20020974,True,context,effect
86,10.1101/2020.02.06.20020974,True,context,stat
86,10.1101/2020.02.06.20020974,True,context,nounchange
86,10.1101/2020.02.06.20020974,True,context,removed
86,10.1101/2020.02.06.20020974,True,results,nounchange
86,10.1101/2020.02.06.20020974,True,results,removed
87,10.1101/2020.02.10.20021758,False,context,added
88,10.1101/2020.02.11.20020735,True,conclusions,added
88,10.1101/2020.02.11.20020735,True,context,added
88,10.1101/2020.02.11.20020735,True,results,added
88,10.1101/2020.02.11.20020735,True,results,removed
88,10.1101/2020.02.11.20020735,True,conclusions,removed
88,10.1101/2020.02.11.20020735,True,results/context,added
88,10.1101/2020.02.11.20020735,True,results,effectreverse
88,10.1101/2020.02.11.20020735,True,results,effect
89,10.1101/2020.02.11.20022186,True,results,effect
89,10.1101/2020.02.11.20022186,True,conclusions,added
89,10.1101/2020.02.11.20022186,True,context,nounchange
89,10.1101/2020.02.11.20022186,True,context,added
89,10.1101/2020.02.11.20022186,True,context,effect
89,10.1101/2020.02.11.20022186,True,results,added
89,10.1101/2020.02.11.20022186,True,context,removed
89,10.1101/2020.02.11.20022186,True,results,stat
89,10.1101/2020.02.11.20022186,True,results,nounchange
90,10.1101/2020.02.11.944462,True,results,stat
90,10.1101/2020.02.11.944462,True,context,stat
91,10.1101/2020.02.13.20022806,True,context,effect
91,10.1101/2020.02.13.20022806,True,results,effect
91,10.1101/2020.02.13.20022806,True,context,added
91,10.1101/2020.02.13.20022806,True,results,removed
91,10.1101/2020.02.13.20022806,True,context,removed
91,10.1101/2020.02.13.20022806,True,results,added
92,10.1101/2020.02.13.945485,True,context,stat
92,10.1101/2020.02.13.945485,True,context,added
92,10.1101/2020.02.13.945485,True,context,nounchange
92,10.1101/2020.02.13.945485,True,results,stat
92,10.1101/2020.02.13.945485,True,conclusions,nounchange
94,10.1101/2020.02.15.20023374,False,results,removed
94,10.1101/2020.02.15.20023374,False,context,removed
94,10.1101/2020.02.15.20023374,False,results,stat
95,10.1101/2020.02.16.20023671,True,results,added
95,10.1101/2020.02.16.20023671,True,results,stat
95,10.1101/2020.02.16.20023671,True,conclusions,added
97,10.1101/2020.02.17.952903,True,results,stat
97,10.1101/2020.02.17.952903,True,conclusions,effect
97,10.1101/2020.02.17.952903,True,context,removed
97,10.1101/2020.02.17.952903,True,results,nounchange
97,10.1101/2020.02.17.952903,True,results,effect
97,10.1101/2020.02.17.952903,True,conclusions,stat
97,10.1101/2020.02.17.952903,True,results,removed
97,10.1101/2020.02.17.952903,True,context,effect
97,10.1101/2020.02.17.952903,True,context,nounchange
97,10.1101/2020.02.17.952903,True,context,stat
98,10.1101/2020.02.19.20025452,True,results,removed
98,10.1101/2020.02.19.20025452,True,results,stat
99,10.1101/2020.02.19.956581,True,context,effect
99,10.1101/2020.02.19.956581,True,results,removed
99,10.1101/2020.02.19.956581,True,context,removed
100,10.1101/2020.02.20.20025619,True,results,nounchange
101,10.1101/2020.02.20.20025866,True,results,effect
101,10.1101/2020.02.20.20025866,True,results,stat
102,10.1101/2020.02.21.20026187,True,context,added
102,10.1101/2020.02.21.20026187,True,context,removed
104,10.1101/2020.02.23.20026856,True,context,added
104,10.1101/2020.02.23.20026856,True,results,nounchange
104,10.1101/2020.02.23.20026856,True,results,removed
104,10.1101/2020.02.23.20026856,True,conclusions,nounchange
104,10.1101/2020.02.23.20026856,True,conclusions,removed
105,10.1101/2020.02.24.20027649,True,results,added
105,10.1101/2020.02.24.20027649,True,results,removed
105,10.1101/2020.02.24.20027649,True,conclusions,nounchange
106,10.1101/2020.02.26.20026971,True,results,stat
106,10.1101/2020.02.26.20026971,True,results,removed
106,10.1101/2020.02.26.20026971,True,results,effect
106,10.1101/2020.02.26.20026971,True,conclusions,added
106,10.1101/2020.02.26.20026971,True,results,added
106,10.1101/2020.02.26.20026971,True,results,nounchange
106,10.1101/2020.02.26.20026971,True,context,removed
106,10.1101/2020.02.26.20026971,True,conclusions,stat
106,10.1101/2020.02.26.20026971,True,conclusions,nounchange
107,10.1101/2020.02.26.20028308,True,context,added
108,10.1101/2020.02.26.964882,True,results,effect
108,10.1101/2020.02.26.964882,True,results,removed
108,10.1101/2020.02.26.964882,True,results,stat
108,10.1101/2020.02.26.964882,True,conclusions,stat
108,10.1101/2020.02.26.964882,True,conclusions,effect
109,10.1101/2020.02.27.20028639,True,context,added
109,10.1101/2020.02.27.20028639,True,results,effect
109,10.1101/2020.02.27.20028639,True,conclusions,effect
109,10.1101/2020.02.27.20028639,True,results,added
109,10.1101/2020.02.27.20028639,True,results,stat
109,10.1101/2020.02.27.20028639,True,conclusions,added
110,10.1101/2020.02.27.20028829,True,results,added
110,10.1101/2020.02.27.20028829,True,context,effect
110,10.1101/2020.02.27.20028829,True,conclusions,added
111,10.1101/2020.02.27.967760,True,conclusions,added
111,10.1101/2020.02.27.967760,True,context,effect
111,10.1101/2020.02.27.967760,True,conclusions,effect
111,10.1101/2020.02.27.967760,True,conclusions,stat
112,10.1101/2020.02.29.20029322,True,results,removed
112,10.1101/2020.02.29.20029322,True,results,stat
112,10.1101/2020.02.29.20029322,True,context,added
113,10.1101/2020.02.29.20029462,True,results,removed
113,10.1101/2020.02.29.20029462,True,conclusions,added
113,10.1101/2020.02.29.20029462,True,context,added
113,10.1101/2020.02.29.20029462,True,context,removed
113,10.1101/2020.02.29.20029462,True,results,effect
113,10.1101/2020.02.29.20029462,True,results,stat
114,10.1101/2020.02.29.965418,True,results,added
116,10.1101/2020.03.02.20030189,True,results,stat
116,10.1101/2020.03.02.20030189,True,conclusions,added
117,10.1101/2020.03.02.20030320,True,results,added
119,10.1101/2020.03.05.20031773,True,results,effect
119,10.1101/2020.03.05.20031773,True,results,stat
119,10.1101/2020.03.05.20031773,True,conclusions,effect
120,10.1101/2020.03.06.20032193,False,conclusions,added
121,10.1101/2020.03.06.977876,True,context,added
121,10.1101/2020.03.06.977876,True,results,removed
122,10.1101/2020.03.07.20031575,True,results,stat
122,10.1101/2020.03.07.20031575,True,context,added
122,10.1101/2020.03.07.20031575,True,results,added
122,10.1101/2020.03.07.20031575,True,conclusions,effect
122,10.1101/2020.03.07.20031575,True,context,stat
122,10.1101/2020.03.07.20031575,True,results,nounchange
122,10.1101/2020.03.07.20031575,True,conclusions,stat
123,10.1101/2020.03.08.20032946,True,results,added
123,10.1101/2020.03.08.20032946,True,conclusions,added
123,10.1101/2020.03.08.20032946,True,results,stat
123,10.1101/2020.03.08.20032946,True,context,added
123,10.1101/2020.03.08.20032946,True,context,effect
123,10.1101/2020.03.08.20032946,True,conclusions,stat
124,10.1101/2020.03.09.983064,True,context,effect
124,10.1101/2020.03.09.983064,True,conclusions,effect
124,10.1101/2020.03.09.983064,True,conclusions,stat
125,10.1101/2020.03.09.983247,True,conclusions,stat
125,10.1101/2020.03.09.983247,True,results,effect
126,10.1101/2020.03.09.984856,True,results,removed
126,10.1101/2020.03.09.984856,True,conclusions,removed
127,10.1101/2020.03.10.20033605,True,results,effect
129,10.1101/2020.03.13.20034496,True,context,removed
129,10.1101/2020.03.13.20034496,True,conclusions,removed
129,10.1101/2020.03.13.20034496,True,results,removed
129,10.1101/2020.03.13.20034496,True,results,added
130,10.1101/2020.03.13.20035410,True,results,effect
130,10.1101/2020.03.13.20035410,True,results,added
130,10.1101/2020.03.13.20035410,True,results,removed
130,10.1101/2020.03.13.20035410,True,conclusions,removed
131,10.1101/2020.03.13.20035428,True,results,stat
131,10.1101/2020.03.13.20035428,True,results,removed
131,10.1101/2020.03.13.20035428,True,results,added
132,10.1101/2020.03.13.20035485,True,results,removed
132,10.1101/2020.03.13.20035485,True,results,effect
132,10.1101/2020.03.13.20035485,True,results,stat
132,10.1101/2020.03.13.20035485,True,conclusions,added
132,10.1101/2020.03.13.20035485,True,conclusions,removed
132,10.1101/2020.03.13.20035485,True,results,added
133,10.1101/2020.03.13.20035568,True,results,added
133,10.1101/2020.03.13.20035568,True,results,stat
133,10.1101/2020.03.13.20035568,True,results,removed
133,10.1101/2020.03.13.20035568,True,results,effect
133,10.1101/2020.03.13.20035568,True,context,added
133,10.1101/2020.03.13.20035568,True,conclusions,stat
134,10.1101/2020.03.13.991570,True,results,added
134,10.1101/2020.03.13.991570,True,results,stat
134,10.1101/2020.03.13.991570,True,context,effect
134,10.1101/2020.03.13.991570,True,results,nounchange
135,10.1101/2020.03.14.20036202,True,results,nounchange
135,10.1101/2020.03.14.20036202,True,results,removed
137,10.1101/2020.03.15.20036293,True,conclusions,added
137,10.1101/2020.03.15.20036293,True,conclusions,nounchange
138,10.1101/2020.03.15.20036350,True,results,stat
139,10.1101/2020.03.15.20036368,True,context,effect
139,10.1101/2020.03.15.20036368,True,results,effect
139,10.1101/2020.03.15.20036368,True,results,removed
139,10.1101/2020.03.15.20036368,True,conclusions,effect
140,10.1101/2020.03.15.20036707,True,results,stat
140,10.1101/2020.03.15.20036707,True,results,added
140,10.1101/2020.03.15.20036707,True,context,added
143,10.1101/2020.03.16.20035014,True,conclusions,stat
143,10.1101/2020.03.16.20035014,True,conclusions,nounchange
144,10.1101/2020.03.16.20037135,True,conclusions,stat
144,10.1101/2020.03.16.20037135,True,results,added
144,10.1101/2020.03.16.20037135,True,conclusions,effect
147,10.1101/2020.03.18.20038059,True,results,added
148,10.1101/2020.03.19.20038950,True,results,effect
148,10.1101/2020.03.19.20038950,True,results,added
148,10.1101/2020.03.19.20038950,True,context,effect
149,10.1101/2020.03.21.001933,True,context,effect
150,10.1101/2020.03.22.20040600,True,context,added
151,10.1101/2020.03.24.20041020,True,results,stat
151,10.1101/2020.03.24.20041020,True,results,effect
151,10.1101/2020.03.24.20041020,True,results,added
151,10.1101/2020.03.24.20041020,True,conclusions,added
151,10.1101/2020.03.24.20041020,True,results,removed
151,10.1101/2020.03.24.20041020,True,context,effect
151,10.1101/2020.03.24.20041020,True,results,nounchange
151,10.1101/2020.03.24.20041020,True,conclusions,removed
155,10.1101/2020.03.29.20043547,True,results,stat
155,10.1101/2020.03.29.20043547,True,context,added
155,10.1101/2020.03.29.20043547,True,conclusions,added
155,10.1101/2020.03.29.20043547,True,context,nounchange
155,10.1101/2020.03.29.20043547,True,results,effect
160,10.1101/2020.04.02.20051128,True,conclusions,stat
160,10.1101/2020.04.02.20051128,True,context,removed
160,10.1101/2020.04.02.20051128,True,context,added
160,10.1101/2020.04.02.20051128,True,results,effect
160,10.1101/2020.04.02.20051128,True,conclusions,effect
160,10.1101/2020.04.02.20051128,True,results,removed
160,10.1101/2020.04.02.20051128,True,results,nounchange
160,10.1101/2020.04.02.20051128,True,conclusions,nounchange
161,10.1101/2020.04.03.20050195,True,results,added
161,10.1101/2020.04.03.20050195,True,context,added
163,10.1101/756064,False,conclusions,removed
163,10.1101/756064,False,context,added
163,10.1101/756064,False,results,stat
164,10.1101/768648,False,conclusions,removed
164,10.1101/768648,False,results,added
164,10.1101/768648,False,results,removed
164,10.1101/768648,False,context,added
164,10.1101/768648,False,results,nounchange
164,10.1101/768648,False,conclusions,nounchange
166,10.1101/774372,False,results,nounchange
167,10.1101/782359,False,context,added
167,10.1101/782359,False,conclusions,added
168,10.1101/782839,False,results,added
168,10.1101/782839,False,results,removed
168,10.1101/782839,False,context,nounchange
168,10.1101/782839,False,results,stat
168,10.1101/782839,False,results,effect
168,10.1101/782839,False,results,effectreverse
169,10.1101/785691,False,results,added
169,10.1101/785691,False,conclusions,added
171,10.1101/796318,False,conclusions,removed
171,10.1101/796318,False,results,stat
171,10.1101/796318,False,results,added
171,10.1101/796318,False,conclusions,stat
171,10.1101/796318,False,conclusions,added
171,10.1101/796318,False,conclusions,effect
173,10.1101/813378,False,results,nounchange
173,10.1101/813378,False,context,added
173,10.1101/813378,False,results,removed
173,10.1101/813378,False,conclusions,added
173,10.1101/813378,False,context,removed
173,10.1101/813378,False,results,stat
173,10.1101/813378,False,conclusions,stat
174,10.1101/815662,False,context,added
174,10.1101/815662,False,results,effect
174,10.1101/815662,False,results,added
177,10.1101/838821,False,results,added
177,10.1101/838821,False,results,nounchange
177,10.1101/838821,False,context,removed
177,10.1101/838821,False,conclusions,removed
180,10.1101/852541,False,results,stat
180,10.1101/852541,False,context,added
180,10.1101/852541,False,results,added
180,10.1101/852541,False,conclusions,removed
180,10.1101/852541,False,context,effect
180,10.1101/852541,False,results,removed
180,10.1101/852541,False,results,effect
180,10.1101/852541,False,results,effectreverse
181,10.1101/859892,False,results,nounchange
183,10.1101/865089,False,context,nounchange
184,10.1101/869313,False,results,added
